drug_id,drug_name,brand_name,active_ingredient,gene_symbol,clinpgx_id,ncbi_id,boxed_warning,indications
382,fluticasone propionate nasal,Fluticasone Propionate,FLUTICASONE PROPIONATE,,,,None,"Uses Temporarily relieves these symptoms of hay fever or other upper respiratory allergies: nasal congestion itchy, watery eyes itchy nose runny nose sneezing"
383,trandolapril,Trandolapril,TRANDOLAPRIL,,,,"WARNING: FETAL TOXICITY When pregnancy is detected, discontinue trandolapril as soon as possible. Drugs that act directly on the renin-angiotensin system can cause injury and death to the developing fetus. (See WARNINGS: Fetal Toxicity .)",INDICATIONS AND USAGE Hypertension Trandolapril tablets USP are indicated for the treatment of hypertension. They may be used alone or in combination with other antihypertensive medication such as hydrochlorothiazide. Heart Failure Post Myocardial Infarction or Left-Ventricular Dysfunction Post Myocardial Infarction Trandolapril tablets USP are indicated in stable patients who have evidence of left-ventricular systolic dysfunction (identified by wall motion abnormalities) or who are symptomatic 
384,calcium carbonate,ANTACID,CALCIUM CARBONATE,,,,None,Uses relieves acid indigestion heartburn sour stomach upset stomach associated with these symptoms
385,codeine sulfate,Codeine sulfate,CODEINE SULFATE,,,,"WARNING: SERIOUS AND LIFE-THREATENING RISKS FROM USE OF CODEINE SULFATE TABLETS Addiction, Abuse, and Misuse Because the use of Codeine Sulfate Tablets exposes patients and other users to the risks of opioid addiction, abuse, and misuse, which can lead to overdose and death, assess each patient’s risk prior to prescribing and reassess all patients regularly for the development of these behaviors and conditions [see Warnings and Precautions ( 5.1 ), Dosage and Administration ( 2.1 )] . Life-Threatening Respiratory Depression Serious, life-threatening, or fatal respiratory depression may occur with use of Codeine Sulfate Tablets, especially during initiation or following a dosage increase. To reduce the risk of respiratory depression, proper dosing and titration of Codeine Sulfate Tablets are essential [see Warnings and Precautions ( 5.2 )] . Accidental Ingestion Accidental ingestion of even one dose of Codeine Sulfate Tablets, especially by children, can result in a fatal overdose of codeine [see Warnings and Precautions ( 5.2 )] . Risks From Concomitant Use With Benzodiazepines Or Other CNS Depressants Concomitant use of opioids with benzodiazepines or other central nervous system (CNS) depressants, including alcohol, may result in profound sedation, respiratory depression, coma, and death. Reserve concomitant prescribing of Codeine Sulfate Tablets and benzodiazepines or other CNS depressants for use in patients for whom alternative treatment options are inadequate [ see Warnings and Precautions ( 5.3 ), Drug Interactions ( 7 )] . Neonatal Opioid Withdrawal Syndrome (NOWS) Advise pregnant women using opioids for an extended period of time of the risk of Neonatal Opioid Withdrawal Syndrome, which may be life-threatening if not recognized and treated. Ensure that management by neonatology experts will be available at delivery. [see Warnings and Precautions ( 5.4 )] . Opioid Analgesic Risk Evaluation and Mitigation Strategy (REMS) Healthcare providers are strongly encouraged to complete a REMS-compliant education program and to counsel patients and caregivers on serious risks, safe use, and the importance of reading the Medication Guide with each prescription [see Warnings and Precautions ( 5.5 )] . Ultra-Rapid Metabolism of Codeine and Other Risk Factors for Life-Threatening Respiratory Depression in Children Life-threatening respiratory depression and death have occurred in children who received codeine. Most of the reported cases occurred following tonsillectomy and/or adenoidectomy, and many of the children had evidence of being an ultra-rapid metabolizer of codeine due to a CYP2D6 polymorphism [see Warnings and Precautions ( 5.6 )]. Codeine Sulfate Tablets are contraindicated in children younger than 12 years of age and in children younger than 18 years of age following tonsillectomy and/or adenoidectomy [see Contraindications ( 4 )]. Avoid the use of Codeine Sulfate Tablets in adolescents 12 to 18 years of age who have other risk factors that may increase their sensitivity to the respiratory depressant effects of codeine. Interactions with Drugs Affecting Cytochrome P450 Isoenzymes The effects of concomitant use or discontinuation of cytochrome P450 3A4 inducers, 3A4 inhibitors, or 2D6 inhibitors with codeine are complex. Use of cytochrome P450 3A4 inducers, 3A4 inhibitors, or 2D6 inhibitors with Codeine Sulfate Tablets requires careful consideration of the effects on the parent drug, codeine, and the active metabolite, morphine. [See Warnings and Precautions ( 5.7 ), Drug Interactions ( 7 )] . WARNING: SERIOUS AND LIFE-THREATENING RISKS FROM USE OF CODEINE SULFATE TABLETS See full prescribing information for complete boxed warning. • Codeine Sulfate Tablets exposes users to risks of addiction, abuse, and misuse, which can lead to overdose and death. Assess patient’s risk before prescribing and reassess regularly for these behaviors and conditions. ( 5.1 ) • Serious, life-threatening, or fatal respiratory depression may occur. Monitor closely, especially upon initiation or following a dosage increase. To reduce the risk of respiratory depression, proper dosing and titration of Codeine Sulfate Tablets are essential. ( 5.2 ) • Accidental ingestion of Codeine Sulfate Tablets, especially by children, can result in a fatal overdose of codeine. ( 5.2 ) • Concomitant use of opioids with benzodiazepines or other central nervous system (CNS) depressants, including alcohol, may result in profound sedation, respiratory depression, coma, and death. Reserve concomitant prescribing for use in patients for whom alternative treatment options are inadequate. ( 5.3 , 7 ) • Advise pregnant women using opioids for an extended period of time of the risk of Neonatal Opioid Withdrawal Syndrome, which may be life-threatening if not recognized and treated. Ensure that management by neonatology experts will be available at delivery. ( 5.4 ) • Healthcare providers are strongly encouraged to complete a REMS-compliant education program and to counsel patients and caregivers on serious risks, safe use, and the importance of reading the Medication Guide with each prescription. ( 5.5 ) • Life-threatening respiratory depression and death have occurred in children who received codeine; most cases followed tonsillectomy and/or adenoidectomy and many of the children had evidence of being an ultra-rapid metabolizer of codeine due to a CYP2D6 polymorphism. ( 5.6 ) Codeine Sulfate Tablets are contraindicated in children younger than 12 years of age and in children younger than 18 years of age following tonsillectomy and/or adenoidectomy ( 4 ). Avoid the use of Codeine Sulfate Tablets in adolescents 12 to 18 years of age who have other risk factors that may increase their sensitivity to the respiratory depressant effects of codeine. • The effects of concomitant use or discontinuation of cytochrome P450 3A4 inducers, 3A4 inhibitors, or 2D6 inhibitors with codeine are complex. Use of cytochrome P450 3A4 inducers, 3A4 inhibitors, or 2D6 inhibitors with Codeine Sulfate Tablets requires careful consideration of the effects on the parent drug, codeine, and the active metabolite, morphine. ( 5.7 , 7 )","1 INDICATIONS AND USAGE Codeine Sulfate Tablets are indicated for the management of mild to moderate pain, where treatment with an opioid is appropriate and for which alternative treatments are inadequate. Limitations of Use: • Because of the risks of addiction, abuse, misuse, overdose, and death, which can occur at any dosage or duration and persist over the course of therapy [see Warnings and Precautions ( 5.1 )] , reserve opioid analgesics, including Codeine Sulfate Tablets, for use in patien"
386,citalopram hydrobromide,Citalopram,CITALOPRAM HYDROBROMIDE,,,,"WARNING: SUICIDAL THOUGHTS AND BEHAVIORS Antidepressants increased the risk of suicidal thoughts and behaviors in pediatric and young adult patients in short-term studies. Closely monitor all antidepressant-treated patients for clinical worsening, and for emergence of suicidal thoughts and behaviors [see Warnings and Precautions (5.1) ] . Citalopram is not approved for use in pediatric patients [see Use in Specific Populations (8.4) ]. WARNING: SUICIDAL THOUGHTS AND BEHAVIORS See full prescribing information for complete boxed warning. Increased risk of suicidal thoughts and behavior in pediatric and young adult patients taking antidepressants. Closely monitor all antidepressant-treated patients for clinical worsening and emergence of suicidal thoughts and behaviors ( 5.1 ) . Citalopram is not approved for use in pediatric patients ( 8.4 ).",1 INDICATIONS AND USAGE Citalopram tablets are indicated for the treatment of major depressive disorder (MDD) in adults [see Clinical Studies (14) ] . Citalopram tablets are a selective serotonin reuptake inhibitor (SSRI) indicated for the treatment of major depressive disorder (MDD) in adults ( 1 ) .
387,"agaricus muscarius, cuprum met, hypophysis, rhus tox",Emvita 23,AMANITA MUSCARIA FRUITING BODY,,,,None,Uses: (†) Homeopathic remedy for general well being: tenseness.
388,olopatadine hydrochloride ophthalmic solution,Equate Olopatadine Hydrochloride Ophthalmic Solution,OLOPATADINE HYDROCHLORIDE,,,,None,"Uses temporarily relieves itchy and red eyes due to pollen, ragweed, grass, animal hair and dander"
389,solifenacin succinate,solifenacin succinate,SOLIFENACIN SUCCINATE,,,,None,"1 INDICATIONS AND USAGE Solifenacin succinate tablets are indicated for the treatment of adults with overactive bladder with symptoms of urge urinary incontinence, urgency, and urinary frequency. Solifenacin succinate tablets are a muscarinic antagonist indicated for the treatment of adults with overactive bladder with symptoms of urge urinary incontinence, urgency, and urinary frequency ( 1 )."
390,acetaminophen 500mg/ diphenhydramine hcl 25mg,Extra strength Acetaminophen PM,DIPHENHYDRAMINE HYDROCHLORIDE,,,,None,Uses temporary relief of occasional headaches and minor aches and pains with accompanying sleeplessness
392,megestrol acetate,Megestrol Acetate,MEGESTROL ACETATE,,,,None,"INDICATIONS AND USAGE Megestrol acetate oral suspension, USP is indicated for the treatment of anorexia, cachexia, or an unexplained, significant weight loss in patients with a diagnosis of acquired immunodeficiency syndrome (AIDS)."
393,"polymyxin b sulfate, bacitracin zinc, neomycin sulfate, and pramoxine hydrochloride",SUNMARK TRIPLE ANTIBIOTIC PLUS PAIN RELIEF,BACITRACIN ZINC,,,,None,Uses first aid to help prevent infection and for temporary relief of pain or discomfort in minor: cuts scrapes burns
395,isotretinoin,Isotretinoin,ISOTRETINOIN,,,,"CONTRAINDICATIONS AND WARNINGS Isotretinoin capsules must not be used by patients who are or may become pregnant. There is an extremely high risk that life-threatening birth defects will result if pregnancy occurs while taking isotretinoin capsules in any amount, even for short periods of time. Potentially any fetus exposed during pregnancy can be affected. There are no accurate means of determining whether an exposed fetus has been affected. Birth defects which have been documented following isotretinoin capsules exposure include abnormalities of the face, eyes, ears, skull, central nervous system, cardiovascular system, and thymus and parathyroid glands. Cases of IQ scores less than 85 with or without other abnormalities have been reported. There is an increased risk of spontaneous abortion, and premature births have been reported. Documented external abnormalities include: skull abnormality; ear abnormalities (including anotia, micropinna, small or absent external auditory canals); eye abnormalities (including microphthalmia); facial dysmorphia; cleft palate. Documented internal abnormalities include: CNS abnormalities (including cerebral abnormalities, cerebellar malformation, hydrocephalus, microcephaly, cranial nerve deficit); cardiovascular abnormalities; thymus gland abnormality; parathyroid hormone deficiency. In some cases death has occurred with certain of the abnormalities previously noted. If pregnancy does occur during treatment of a patient who is taking isotretinoin capsules, isotretinoin capsules must be discontinued immediately and the patient should be referred to an Obstetrician-Gynecologist experienced in reproductive toxicity for further evaluation and counseling. Special Prescribing Requirements Because of isotretinoin teratogenicity and to minimize fetal exposure, isotretinoin capsules approved for marketing only under a special restricted distribution program approved by the Food and Drug Administration. This REMS is called iPLEDGE ® . Isotretinoin capsules must only be prescribed by prescribers who are enrolled and activated with the iPLEDGE REMS. Isotretinoin capsule s must only be dispensed by a pharmacy enrolled and activated with iPLEDGE, and must only be dispensed to patients who are enrolled and meet all the requirements of iPLEDGE (see PRECAUTIONS ).","INDICATIONS AND USAGE Severe Recalcitrant Nodular Acne Isotretinoin capsules are indicated for the treatment of severe recalcitrant nodular acne. Nodules are inflammatory lesions with a diameter of 5 mm or greater. The nodules may become suppurative or hemorrhagic. ""Severe,"" by definition, 2 means ""many"" as opposed to ""few or several"" nodules. Because of significant adverse effects associated with its use, isotretinoin capsules should be reserved for patients with severe nodular acne who are unr"
396,"dextran, polyethylene glycol 400, povidone, tetrahydrozoline hcl",GoodSense Eye Drops Advanced Relief Moisturizer,POLYETHYLENE GLYCOL 400,,,,None,Uses • relieves redness of the eye due to minor eye irritations • as a lubricant to prevent further irritation or to relieve dryness of the eye
398,lurasidone hydrochloride,Lurasidone Hydrochloride,LURASIDONE HYDROCHLORIDE,,,,"WARNING: INCREASED MORTALITY IN ELDERLY PATIENTS WITH DEMENTIA-RELATED PSYCHOSIS; and SUICIDAL THOUGHTS AND BEHAVIORS Increased Mortality in Elderly Patients with Dementia-Related Psychosis Elderly patients with dementia-related psychosis treated with antipsychotic drugs are at an increased risk of death. Lurasidone hydrochloride is not approved for the treatment of patients with dementia-related psychosis [see Warnings and Precautions ( 5.1 )]. Suicidal Thoughts and Behaviors Antidepressants increased the risk of suicidal thoughts and behavior in pediatric and young adults in short-term studies. Closely monitor all antidepressant-treated patients for clinical worsening, and for emergence of suicidal thoughts and behaviors [see Warnings and Precautions ( 5.2 )]. WARNING: INCREASED MORTALITY IN ELDERLY PATIENTS WITH DEMENTIA-RELATED PSYCHOSIS; and SUICIDAL THOUGHTS AND BEHAVIORS See full prescribing information for complete boxed warning. Elderly patients with dementia-related psychosis treated with antipsychotic drugs are at an increased risk of death. Lurasidone hydrochloride is not approved for the treatment of patients with dementia-related psychosis ( 5.1 ). Antidepressants increased the risk of suicidal thoughts and behavior in pediatric and young adult patients. Closely monitor for clinical worsening and emergence of suicidal thoughts and behaviors. ( 5.2 ).",1 INDICATIONS AND USAGE Lurasidone hydrochloride tablets are indicated for: • Treatment of adult and adolescent patients (13 to 17 years) with schizophrenia [see Clinical Studies ( 14.1 )] . • Monotherapy treatment of adult and pediatric patients (10 to 17 years) with major depressive episode associated with bipolar I disorder (bipolar depression) [see Clinical Studies ( 14.2 )]. • Adjunctive treatment with lithium or valproate in adult patients with major depressive episode associated with bipo
400,"avobenzone, homosalate octisalate, octocrylene",CLEAR GLOW BROAD SPECTRUM SUNCREEN SPF 50,AVOBENZONE,,,,None,"USES Helps prevent sunburn. If used as directed with other sun protection measures (see directions), decreases the risk of skin cancer and early skin ageing caused by the sun."
401,sabal combination,Sabal Combination 9243,SAW PALMETTO,,,,None,"INDICATIONS For the temporary relief of mild abdominal pain, diarrhea, constipation, or hemorrhoids.*"
404,metaxalone,Metaxalone,METAXALONE,,,,None,"INDICATIONS AND USAGE Metaxalone is indicated as an adjunct to rest, physical therapy, and other measures for the relief of discomforts associated with acute, painful musculoskeletal conditions. The mode of action of this drug has not been clearly identified, but may be related to its sedative properties. Metaxalone does not directly relax tense skeletal muscles in man."
406,metformin hydrochloride,Metformin hydrochloride,METFORMIN HYDROCHLORIDE,,,,"WARNING: LACTIC ACIDOSIS Postmarketing cases of metformin-associated lactic acidosis have resulted in death, hypothermia, hypotension, and resistant bradyarrhythmias. The onset of metformin- associated lactic acidosis is often subtle, accompanied only by nonspecific symptoms such as malaise, myalgias, respiratory distress, somnolence, and abdominal pain. Metformin- associated lactic acidosis was characterized by elevated blood lactate levels (> 5 mmol/Liter), anion gap acidosis (without evidence of ketonuria or ketonemia), an increased lactate/pyruvate ratio; and metformin plasma levels generally > 5 mcg/mL [ see Warnings and Precautions ( 5.1 ) ]. Risk factors for metformin-associated lactic acidosis include renal impairment, concomitant use of certain drugs (e.g. carbonic anhydrase inhibitors such as topiramate), age 65 years old or greater, having a radiological study with contrast, surgery and other procedures, hypoxic states (e.g., acute congestive heart failure), excessive alcohol intake, and hepatic impairment. Steps to reduce the risk of and manage metformin-associated lactic acidosis in these high risk groups are provided [ see Dosage and Administration ( 2.2 ), Contraindications ( 4 ), Warnings and Precautions ( 5.1 ) ]. If metformin-associated lactic acidosis is suspected, immediately discontinue metformin hydrochloride extended-release tablets and institute general supportive measures in a hospital setting. Prompt hemodialysis is recommended [ see Warnings and Precautions ( 5.1 ) ]. WARNING: LACTIC ACIDOSIS See full prescribing information for complete boxed warning. Postmarketing cases of metformin-associated lactic acidosis have resulted in death, hypothermia, hypotension, and resistant bradyarrhythmias. Symptoms included malaise, myalgias, respiratory distress, somnolence, and abdominal pain. Laboratory abnormalities included elevated blood lactate levels, anion gap acidosis, increased lactate/pyruvate ratio; and metformin plasma levels generally > 5 mcg/mL. ( 5.1 ) Risk factors include renal impairment, concomitant use of certain drugs, age > 65 years old, radiological studies with contrast, surgery and other procedures, hypoxic states, excessive alcohol intake, and hepatic impairment. Steps to reduce the risk of and manage metformin- associated lactic acidosis in these high risk groups are provided in the Full Prescribing Information. ( 5.1 ) If lactic acidosis is suspected, discontinue metformin hydrochloride extended-release tablets and institute general supportive measures in a hospital setting. Prompt hemodialysis is recommended. ( 5.1 )","1 INDICATIONS AND USAGE Metformin hydrochloride extended-release tablets, USP are indicated as an adjunct to diet and exercise to improve glycemic control in adults with type 2 diabetes mellitus. Metformin hydrochloride extended-release tablets, USP are a biguanide indicated as an adjunct to diet and exercise to improve glycemic control in adults with type 2 diabetes mellitus. ( 1 )"
408,"methyl salicylate, menthol, unspecified form, and camphor (synthetic)",Tiger Balm Muscle Rub,METHYL SALICYLATE,,,,None,"Uses For temporary relief of minor aches and pains of muscles and joints associated with simple backache, arthritis, bruises, strains and sprains."
409,fluticasone propionate,Fluticasone Propionate,FLUTICASONE PROPIONATE,,,,None,"INDICATIONS AND USAGE Fluticasone Propionate Cream, 0.05% is a medium potency corticosteroid indicated for the relief of the inflammatory and pruritic manifestations of corticosteroid-responsive dermatoses. Fluticasone Propionate Cream, 0.05% may be used with caution in pediatric patients 3 months of age or older. The safety and efficacy of drug use for longer than 4 weeks in this population have not been established. The safety and efficacy of Fluticasone Propionate Cream, 0.05% in pediatric pa"
410,"titanium oxide, zinc oxide",NAKED SUNDAYS CABANA GLOW MINERAL GLOW SERUM DROPS PEARL 40mL with Pink Algae SPF 50,TITANIUM DIOXIDE,,,,None,"USES Uses: Helps prevent sunburn. If used as directed with other sun protection measures (see directions), decreases the risk of skin cancer and early skin ageing caused by the sun."
413,hydrogen peroxide,Hydrogen Peroxide,HYDROGEN PEROXIDE,,,,None,"Uses first aid to help prevent the risk of infection in minor cuts, scrapes and burns aids in the removal of phlegm, mucous, or other secretions associated with occasional sore mouth"
414,quetiapine,Quetiapine,QUETIAPINE FUMARATE,,,,"WARNING: INCREASED MORTALITY IN ELDERLY PATIENTS WITH DEMENTIA-RELATED PSYCHOSIS; and SUICIDAL THOUGHTS AND BEHAVIORS Increased Mortality in Elderly Patients with Dementia-Related Psychosis Elderly patients with dementia-related psychosis treated with antipsychotic drugs are at an increased risk of death [ see Warnings and Precautions (5.1) ]. Quetiapine is not approved for the treatment of patients with dementia-related psychosis [ see Warnings and Precautions (5.1) ]. Suicidal Thoughts and Behaviors Antidepressants increased the risk of suicidal thoughts and behavior in children, adolescents, and young adults in short-term studies. These studies did not show an increase in the risk of suicidal thoughts and behavior with antidepressant use in patients over age 24; there was a reduction in risk with antidepressant use in patients aged 65 and older [ see Warnings and Precautions (5.2) ]. In patients of all ages who are started on antidepressant therapy, monitor closely for worsening, and for emergence of suicidal thoughts and behaviors. Advise families and caregivers of the need for close observation and communication with the prescriber [ see Warnings and Precautions (5.2) ]. Quetiapine is not approved for use in pediatric patients under ten years of age [ see Use in Specific Populations (8.4) ]. WARNING: INCREASED MORTALITY IN ELDERLY PATIENTS WITH DEMENTIA-RELATED PSYCHOSIS; and SUICIDAL THOUGHTS AND BEHAVIORS See full prescribing information for complete boxed warning . Increased Mortality in Elderly Patients with Dementia-Related Psychosis Elderly patients with dementia-related psychosis treated with antipsychotic drugs are at an increased risk of death. Quetiapine tablets is not approved for elderly patients with dementia-related psychosis ( 5.1 ) Suicidal Thoughts and Behaviors Increased risk of suicidal thoughts and behavior in children, adolescents and young adults taking antidepressants ( 5.2 ) Monitor for worsening and emergence of suicidal thoughts and behaviors ( 5.2 )","1 INDICATIONS & USAGE Quetiapine is an atypical antipsychotic indicated for the treatment of: Schizophrenia ( 1.1 ) Bipolar I disorder manic episodes ( 1.2 ) Bipolar disorder, depressive episodes ( 1.2 ) 1.1 Schizophrenia Quetiapine is indicated for the treatment of schizophrenia. The efficacy of quetiapine in schizophrenia was established in three 6-week trials in adults and one 6-week trial in adolescents (13 to 17 years). The effectiveness of quetiapine for the maintenance treatment of schizo"
416,colesevelam hydrochloride,COLESEVELAM HYDROCHLORIDE,COLESEVELAM HYDROCHLORIDE,,,,None,"1 INDICATIONS AND USAGE Colesevelam hydrochloride is a bile acid sequestrant indicated as an adjunct to diet and exercise to: reduce elevated low-density lipoprotein cholesterol (LDL-C) in adults with primary hyperlipidemia ( 1.1 ). reduce LDL-C levels in boys and postmenarchal girls, 10 to 17 years of age, with heterozygous familial hypercholesterolemia (HeFH), unable to reach LDL-C target levels despite an adequate trial of diet and lifestyle modification ( 1.1 ). improve glycemic control in a"
419,sumatriptan,TOSYMRA,SUMATRIPTAN,,,,None,1 INDICATIONS AND USAGE TOSYMRA is indicated for the acute treatment of migraine with or without aura in adults. TOSYMRA is a serotonin (5-HT 1B/1D ) receptor agonist (triptan) indicated for the acute treatment of migraine with or without aura in adults ( 1 ) Limitations of Use : Use only if a clear diagnosis of migraine has been established ( 1 ) Not indicated for the preventive treatment of migraine ( 1 ) Not indicated for the treatment of cluster headache ( 1 ) Limitations of Use : Use only i
420,zinc undecylenate,Derman Antifungal,UNDECYLENIC ACID,,,,None,Uses For the treatment of athlete´s foot.
422,"octisalate,homosalate,avobenzone,octocrylene",American Crew All In One Face Balm Broad Spectrum SPF 15,OCTISALATE,,,,None,"Uses Helps prevent sunburn • If used as directed with other sun protection measures (see Directions), decreases the risk of skin cancer and early skin aging caused by the sun."
423,potassium citrate,POTASSIUM CITRATE,POTASSIUM CITRATE,,,,None,1 INDICATIONS AND USAGE Potassium citrate extended-release tablets are a citrate salt of potassium indicated for the management of: Renal tubular acidosis (RTA) with calcium stones (1.1) Hypocitraturic calcium oxalate nephrolithiasis of any etiology (1.2) Uric acid lithiasis with or without calcium stones (1.3) 1.1 Renal Tubular Acidosis (RTA) with Calcium Stones Potassium citrate is indicated for the management of renal tubular acidosis [see Clinical Studies (14.1)]. 1.2 Hypocitraturic Calcium 
424,penicillin g benzathine,BICILLIN L-A,PENICILLIN G BENZATHINE,,,,"WARNING NOT FOR INTRAVENOUS USE. DO NOT INJECT INTRAVENOUSLY OR ADMIX WITH OTHER INTRAVENOUS SOLUTIONS. THERE HAVE BEEN REPORTS OF INADVERTENT INTRAVENOUS ADMINISTRATION OF PENICILLIN G BENZATHINE WHICH HAS BEEN ASSOCIATED WITH CARDIORESPIRATORY ARREST AND DEATH. Prior to administration of this drug, carefully read the WARNINGS , ADVERSE REACTIONS , and DOSAGE AND ADMINISTRATION sections of the labeling. WARNING NOT FOR INTRAVENOUS USE. DO NOT INJECT INTRAVENOUSLY OR ADMIX WITH OTHER INTRAVENOUS SOLUTIONS. THERE HAVE BEEN REPORTS OF INADVERTENT INTRAVENOUS ADMINISTRATION OF PENICILLIN G BENZATHINE WHICH HAS BEEN ASSOCIATED WITH CARDIORESPIRATORY ARREST AND DEATH. Prior to administration of this drug, carefully read the WARNINGS , ADVERSE REACTIONS , and DOSAGE AND ADMINISTRATION sections of the labeling.","INDICATIONS AND USAGE To reduce the development of drug-resistant bacteria and maintain the effectiveness of Bicillin L-A and other antibacterial drugs, Bicillin L-A should be used only to treat or prevent infections that are proven or strongly suspected to be caused by bacteria. When culture and susceptibility information are available, they should be considered in selecting or modifying antibacterial therapy. In the absence of such data, local epidemiology and susceptibility patterns may contr"
425,"dextrose monohydrate, sodium citrate, unspecified form, and citric acid monohydrate",Anticoagulant Citrate Dextrose (ACD-A),DEXTROSE MONOHYDRATE,,,,None,1 INDICATIONS AND USAGE ANTICOAGULANT CITRATE DEXTROSE SOLUTION USP (ACD) SOLUTION A is an anticoagulant intended for use only with devices that prepare Platelet Rich Plasma (PRP) products for extracorporeal use. [See Dosage and Administration (2) .] ANTICOAGULANT CITRATE DEXTROSE SOLUTION USP (ACD) SOLUTION A is an anticoagulant intended for use only with devices that prepare Platelet Rich Plasma (PRP) products for extracorporeal use. See the device operator's manual for additional information 
427,modafinil,Modafinil,MODAFINIL,,,,None,"1 INDICATIONS AND USAGE Modafinil tablets are indicated to improve wakefulness in adult patients with excessive sleepiness associated with narcolepsy, obstructive sleep apnea (OSA), or shift work disorder (SWD). Limitations of Use In OSA, modafinil tablets are indicated to treat excessive sleepiness and not as treatment for the underlying obstruction. If continuous positive airway pressure (CPAP) is the treatment of choice for a patient, a maximal effort to treat with CPAP for an adequate period"
429,estradiol,Estradiol Vaginal,ESTRADIOL,,,,"WARNING: ENDOMETRIAL CANCER, CARDIOVASCULAR DISORDERS, BREAST CANCER and PROBABLE DEMENTIA Estrogen-Alone Therapy Endometrial Cancer There is an increased risk of endometrial cancer in a woman with a uterus who uses unopposed estrogens. Adding a progestin to estrogen therapy has been shown to reduce the risk of endometrial hyperplasia, which may be a precursor to endometrial cancer. Adequate diagnostic measures, including directed or random endometrial sampling when indicated, should be undertaken to rule out malignancy in postmenopausal women with undiagnosed persistent or recurring abnormal genital bleeding [see WARNINGS, Malignant Neoplasms, Endometrial Cancer ]. Cardiovascular Disorders and Probable Dementia Estrogen-alone therapy should not be used for the prevention of cardiovascular disease or dementia [see CLINICAL STUDIES and WARNINGS, Cardiovascular Disorders, and Probable Dementia ]. The Women’s Health Initiative (WHI) estrogen-alone substudy reported increased risks of stroke and deep vein thrombosis (DVT) in postmenopausal women (50 to 79 years of age) during 7.1 years of treatment with daily oral conjugated estrogens (CE) [0.625 mg]-alone, relative to placebo [see CLINICAL STUDIES and WARNINGS, Cardiovascular Disorders ]. The WHI Memory Study (WHIMS) estrogen-alone ancillary study of WHI reported an increased risk of developing probable dementia in postmenopausal women 65 years of age or older during 5.2 years of treatment with daily CE (0.625 mg)-alone, relative to placebo. It is unknown whether this finding applies to younger postmenopausal women [see CLINICAL STUDIES and WARNINGS, Probable Dementia and PRECAUTIONS, Geriatric Use ]. In the absence of comparable data, these risks should be assumed to be similar for other doses of CE and other dosage forms of estrogens. Estrogens with or without progestins should be prescribed at the lowest effective doses and for the shortest duration consistent with treatment goals and risks for the individual woman. Estrogen Plus Progestin Therapy Cardiovascular Disorders and Probable Dementia Estrogen plus progestin therapy should not be used for the prevention of cardiovascular disease or dementia [see CLINICAL STUDIES and WARNINGS, Cardiovascular Disorders, and Probable Dementia ]. The WHI estrogen plus progestin substudy reported increased risks of DVT, pulmonary embolism (PE), stroke and myocardial infarction (MI) in postmenopausal women (50 to 79 years of age) during 5.6 years of treatment with daily oral CE (0.625 mg) combined with medroxyprogesterone acetate (MPA) [2.5 mg], relative to placebo [see CLINICAL STUDIES and WARNINGS, Cardiovascular Disorders ]. The WHIMS estrogen plus progestin ancillary study of the WHI reported an increased risk of developing probable dementia in postmenopausal women 65 years of age or older during 4 years of treatment with daily CE (0.625 mg) combined with MPA (2.5 mg), relative to placebo. It is unknown whether this finding applies to younger postmenopausal women [see CLINICAL STUDIES and WARNINGS, Probable Dementia and PRECAUTIONS, Geriatric Use ]. Breast Cancer The WHI estrogen plus progestin substudy also demonstrated an increased risk of invasive breast cancer [see CLINICAL STUDIES and WARNINGS, Malignant Neoplasms, Breast Cancer ]. In the absence of comparable data, these risks should be assumed to be similar for other doses of CE and MPA, and other combinations and dosage forms of estrogens and progestins. Estrogens with or without progestins should be prescribed at the lowest effective doses and for the shortest duration consistent with treatment goals and risks for the individual woman.","INDICATIONS AND USAGE Estradiol Vaginal Cream, 0.01% is indicated in the treatment of moderate to severe symptoms of vulvar and vaginal atrophy due to menopause."
431,propranolol hydrochloride,Propranolol Hydrochloride,PROPRANOLOL HYDROCHLORIDE,,,,"Angina Pectoris There have been reports of exacerbation of angina and, in some cases, myocardial infarction, following abrupt discontinuance of propranolol therapy. Therefore, when discontinuance of propranolol is planned, the dosage should be gradually reduced over at least a few weeks, and the patient should be cautioned against interruption or cessation of therapy without the physician's advice. If propranolol therapy is interrupted and exacerbation of angina occurs, it usually is advisable to reinstitute propranolol therapy and take other measures appropriate for the management of unstable angina pectoris. Since coronary artery disease may be unrecognized, it may be prudent to follow the above advice in patients considered at risk of having occult atherosclerotic heart disease who are given propranolol for other indications.","INDICATIONS AND USAGE Hypertension Propranolol Hydrochloride Extended-Release Capsules, USP, are indicated in the management of hypertension. They may be used alone or used in combination with other antihypertensive agents, particularly a thiazide diuretic. Propranolol Hydrochloride Extended-Release Capsules, USP, are not indicated in the management of hypertensive emergencies. Angina Pectoris Due to Coronary Atherosclerosis Propranolol Hydrochloride Extended-Release Capsules, USP, are indicated"
